tag key	38	86	114	90	12	13	53	55	108	14	4	67	118	19	40	119	60	144	43	44	51	141	46	36	104	74	138	123	48	10	129	52	126	49	133	130	62	132	96	66	35	110	33	34	23	131	99	88	57	78	1	125	81	9	89	140	20	80	111	107	122	7	5	106	124	8	102	121	143	94	2	37	18	128	64	25	145	127	139	112	68	29	69	27	79	39	93	26	61	24	82	21	63	15	113	54	97	103	45	91	151	95	41	101	116	70	84	17	22	3	100	50	30	76	137	109	11	87	75	105	115	32	73	136	92	6	98	72	58	42	71	28	142	134	47	152	154	59	65	120	85	16	150	56	83	153	117	77	156	147	146	148	135	31	155	149	157	159	158
tag name	rock	pop	indie	electronic	alternative	classic rock	folk	indie rock	soul	alternative rock	dance	indie pop	rap	jazz	acoustic	ambient	hard rock	experimental	classical	house	blues	metal	new wave	hip hop	funk	punk	psychedelic	britpop	latin	heavy metal	electro	progressive rock	synthpop	dubstep	electropop	reggae	oldies	indie folk	grunge	techno	psychedelic rock	country	emo	disco	rnb	punk rock	soft rock	thrash metal	contemporary classical	swing	folk rock	trance	trip hop	progressive metal	glam rock	alternative metal	ska	industrial	metalcore	death metal	melodic death metal	black metal	post punk	romantic	blues rock	post rock	world music	doom metal	gothic metal	industrial metal	power metal	soundtracks	stoner rock	art rock	modern classical	brutal death metal	gothic rock	new age	neoclassical	avant garde	screamo	symphonic metal	baroque	fusion	nu metal	minimalism	acid jazz	art pop	noise	speed metal	rockabilly	experimental rock	groove metal	rock n roll	funk rock	alternative pop	orchestral	industrial rock	chanson francaise	chanson	progressive death metal	bluegrass	gospel	nu jazz	crossover	folk metal	smooth jazz	post grunge	minimalist	jazz fusion	melodic metal	psychedelic folk	country rock	hardcore punk	christian rock	a cappella	sludge	post hardcore	glam metal	grindcore	viking metal	opera	krautrock	ballads	dnb	neofolk	classical music	technical death metal	sludge metal	musicals	prog rock	jazz rock	contemporary jazz	trash metal	stoner metal	symphonic black metal	melodic black metal	british rock	avantgarde	flamenco	classical guitar	symphonic	atmospheric black metal	modern rock	jazz funk	pagan metal	mathcore	post metal	medieval	electroacoustic	folk punk	death doom metal	choral	crust punk	progressive black metal	ambient black metal	renaissance	early music	pagan black metal
Switzerland	0.088949	0.094911	0.100214	0.081065	0.057087	0.040963	0.053266	0.03004	0.041037	0.022246	0.023425	0.022537	0.016059	0.022492	0.023849	0.014118	0.011457	0.012276	0.015681	0.015046	0.014884	0.005344	0.010793	0.010641	0.011875	0.006792	0.007084	0.007167	0.003389	0.003508	0.006932	0.005126	0.005632	0.004977	0.005278	0.006163	0.007668	0.009022	0.003582	0.00457	0.003274	0.003917	0.001921	0.003816	0.003182	0.002023	0.00338	0.000653	0.002973	0.003452	0.003262	0.001717	0.002256	7.4e-05	0.001843	0.001188	0.001639	0.001515	0.000236	0.00038	0.000345	0.000963	0.001268	0.001589	0.001595	0.000909	0.000552	0.00014	8.9e-05	0.000811	8.1e-05	0.000985	0.000833	0.00089	0.001143	0.000651	0.000342	0.000665	0.001034	0.000671	0.00047	3.3e-05	0.00101	0.000687	0.000422	0.000884	0.000829	0.000587	0.000403	0.000177	0.000496	0.000436	1e-06	0.000487	0.000498	0.000475	0.000419	0.000351	6e-05	0.000243	0	0.000556	0.000461	0.000422	0.000281	0	0.000487	0.000146	0.00032	0.000226	0.000112	0.000259	0.000247	0.000127	1e-05	0.000482	6e-06	8.8e-05	0.000103	0.000106	1.6e-05	0.000122	3.3e-05	0.000106	5.4e-05	6.1e-05	0.000144	0	0	0	5e-05	5.2e-05	7.1e-05	2.2e-05	3.5e-05	0	0	5.8e-05	3.2e-05	0	7.1e-05	1.9e-05	0	1.1e-05	6.4e-05	0	1.7e-05	1.6e-05	0	2.3e-05	8e-06	0	1.1e-05	1.8e-05	0	0	0	0	0
New Zealand	0.092159	0.082252	0.100528	0.099746	0.064778	0.036832	0.03577	0.034301	0.029756	0.027668	0.025839	0.024748	0.028333	0.011363	0.015276	0.01413	0.011658	0.017928	0.005281	0.016815	0.009894	0.006757	0.01359	0.01724	0.010832	0.008582	0.011048	0.007103	0.000827	0.003865	0.008845	0.005079	0.008154	0.010584	0.007092	0.007689	0.004231	0.005945	0.006124	0.003402	0.003967	0.003001	0.003617	0.00303	0.003549	0.002841	0.002845	0.00103	0.000972	0.001848	0.002424	0.001696	0.00282	0.000747	0.002095	0.001606	0.001532	0.001718	0.000461	0.000261	0.000339	0.000669	0.001998	0.000548	0.001247	0.001107	0.000548	0.000163	8.5e-05	0.000628	0.000159	0.000472	0.000954	0.001117	0.000473	0.000296	0.000398	9.9e-05	0.000389	0.000711	0.000454	1.1e-05	0.000358	0.000528	0.000618	0.000238	0.000625	0.000922	0.001045	0.000207	0.000353	0.000626	0.000121	0.000442	0.000558	0.000606	0.000203	0.000484	0	3e-06	4e-05	0.000318	0.000337	0.000354	0.000355	0	9.9e-05	0.000256	8.1e-05	0.000261	7.9e-05	0.000319	0.000242	0.000156	7e-06	7e-06	0.000132	0.000116	8.7e-05	0.000115	1.6e-05	3.3e-05	8.1e-05	3.7e-05	0.000801	7e-06	4.7e-05	8e-06	8.5e-05	0	4.7e-05	5.8e-05	1.7e-05	3.1e-05	4.7e-05	0	0	6.3e-05	3e-05	0	4.4e-05	7e-06	1e-06	3.9e-05	6.1e-05	0	2.2e-05	1.9e-05	0	1.9e-05	1.5e-05	0	6e-06	2.1e-05	0	0	0	0	0
Taiwan, Province of China	0.06878	0.167106	0.109817	0.079608	0.051992	0.017755	0.049476	0.026874	0.026701	0.017254	0.02747	0.029345	0.015262	0.027779	0.028287	0.021259	0.003903	0.011807	0.029806	0.015899	0.008454	0.001836	0.0051	0.009444	0.005428	0.004455	0.005684	0.007341	0.002272	0.000767	0.007173	0.002116	0.005576	0.006168	0.006905	0.003201	0.002896	0.008807	0.001753	0.002612	0.001956	0.003537	0.00282	0.001439	0.005598	0.001549	0.001951	0.000499	0.005414	0.003169	0.002477	0.003999	0.001894	2.9e-05	0.001328	0.000323	0.000493	0.0006	9.8e-05	0.000421	0.000371	0.000947	0.001007	0.004555	0.000734	0.001765	0.000629	3.3e-05	6.4e-05	0.000175	2.8e-05	0.001252	0.000162	0.000607	0.002195	0.000674	0.000237	0.001015	0.001894	0.001075	0.000874	3.6e-05	0.001308	0.000941	0.000241	0.001586	0.000454	0.000755	0.000517	6.1e-05	0.000135	0.000421	0	0.000277	0.000374	0.000793	0.000702	0.000208	3.5e-05	0.000232	0	0.000739	0.000166	0.000159	7.8e-05	0	0.000469	0.0001	0.000495	0.000292	9.4e-05	0.000201	0.0001	0.000158	3.7e-05	0.000975	4.8e-05	0.00017	5.5e-05	0.00011	1.7e-05	0.000242	2.6e-05	0.000574	5.6e-05	5.2e-05	0.000332	0.0	1.7e-05	0.000142	2.6e-05	6.7e-05	0.000291	1.6e-05	1.6e-05	0	0	4.1e-05	2.9e-05	0	6.7e-05	3.4e-05	0	4e-06	5.4e-05	0	2.6e-05	1.8e-05	0	0.000103	3e-06	0	5.9e-05	2.4e-05	0	0	1.4e-05	2e-06	0
Nepal	0.121194	0.086112	0.077607	0.043848	0.067607	0.047975	0.041319	0.022856	0.020628	0.038391	0.0144	0.017146	0.014066	0.011036	0.02585	0.010675	0.029623	0.009182	0.01081	0.007322	0.012475	0.023201	0.005408	0.007734	0.004633	0.012668	0.005566	0.00594	0.00136	0.012262	0.003238	0.010312	0.003343	0.00415	0.003302	0.004746	0.004389	0.006436	0.0089	0.001388	0.003324	0.00791	0.007457	0.001544	0.002459	0.003563	0.004649	0.006884	0.002529	0.001245	0.003306	0.000713	0.000897	0.006651	0.002433	0.004264	0.001688	0.001468	0.013135	0.007439	0.005102	0.002727	0.000882	0.003691	0.001631	0.001186	0.00207	0.000474	0.000809	0.000929	0.00095	0.000783	0.000904	0.000824	0.001034	0.001067	0.000665	0.001194	0.000937	0.000835	0.002285	0.000767	0.000613	0.000973	0.00166	0.000659	9.3e-05	0.000446	0.000392	0.001107	0.000378	0.000437	0.002326	0.000572	0.00055	0.000365	0.000239	0.000322	2.3e-05	2.4e-05	0.001186	0.000491	0.000326	0.000119	0.000455	1.3e-05	8.4e-05	0.000702	0.000231	0.000214	0.000318	0.000231	0.000335	0.001416	0.00108	0.000337	0.000164	0.000598	0.000685	0.000645	0.000346	9.9e-05	1.1e-05	0.000181	9.7e-05	3.3e-05	0.000111	0.000644	0.000127	6.5e-05	0.000136	0.000113	1.2e-05	0.000168	0.000228	0.000615	0.00024	5e-05	2.9e-05	0	0	3.9e-05	0.000139	0.000198	2.6e-05	1.9e-05	0.000856	6.8e-05	0	2.1e-05	0.0	5e-06	1e-05	2e-05	0.0	3e-06	0.0	0	0
Bulgaria	0.10309	0.081312	0.066728	0.077101	0.062769	0.038275	0.023912	0.022759	0.029289	0.035339	0.023264	0.014253	0.02613	0.01517	0.011653	0.012301	0.027569	0.009307	0.013334	0.013222	0.011393	0.026006	0.008249	0.014339	0.009205	0.009176	0.005349	0.007187	0.002628	0.015591	0.005273	0.007715	0.004181	0.00705	0.004154	0.005819	0.004382	0.003684	0.007121	0.003523	0.003297	0.002418	0.003614	0.002192	0.003092	0.003566	0.002363	0.007072	0.001811	0.002496	0.001602	0.00297	0.00248	0.004592	0.002156	0.004889	0.002112	0.003807	0.008255	0.004253	0.004708	0.0014	0.001037	0.001144	0.001783	0.000711	0.000617	0.002551	0.00378	0.003359	0.004845	0.001041	0.001781	0.000752	0.000647	0.000502	0.001492	0.000796	0.000656	0.000465	0.001561	0.003212	0.000815	0.00044	0.001682	0.000471	0.000963	0.00051	0.000253	0.001553	0.000523	0.000411	0.001936	0.000484	0.000577	0.000359	0.000478	0.000943	4.4e-05	0.000215	0.000865	0.000238	0.000318	0.000405	0.000521	0.000736	0.000191	0.000562	0.000169	0.00011	0.00085	9.7e-05	0.00017	0.000209	0.000706	4e-06	0.000365	0.000276	0.000464	0.000135	0.000463	0.000107	1.3e-05	7.6e-05	0.00036	3.2e-05	0.000115	0.0002	0.000199	0	7.9e-05	6.1e-05	1.8e-05	0.000174	0.000156	0.000233	8.2e-05	6.6e-05	2.5e-05	0	6.6e-05	8.8e-05	0	0.000156	4.9e-05	0.000186	6.4e-05	3e-05	2.7e-05	1e-05	4e-06	3.2e-05	9e-06	1.4e-05	0	0	0	0	0
Romania	0.056226	0.071095	0.068736	0.082364	0.037219	0.006863	0.055421	0.01661	0.033576	0.015362	0.015076	0.024762	0.031764	0.031351	0.02098	0.032316	0.003598	0.029643	0.000189	0.009431	0.029045	0.033314	0.022063	0.017964	0.00607	0.000721	0.003157	0.001082	0	0.015667	0.006683	0.000797	0.01211	0.004828	0.001157	0	0.005936	0.012415	0.00608	0.014655	0	0.001729	0	0.001204	0.002278	0.000156	0.001056	0.005171	0.000487	0.000339	0.002361	0.001029	0.001624	0.003309	0	0.007081	0	0.000247	0.005659	0.021702	0.024214	0.000957	0.001584	0	0.001423	0.001157	0.002641	0.006181	0.016339	0.000164	0.014724	0.000487	0.000145	0.000381	0.000582	0.000151	0.005626	0	0.000189	0.000511	0	0.001866	0	0.001493	0.00012	0.000379	0.000195	0.000392	0.000496	0.000664	0.00485	0.000329	0.005691	7.8e-05	0	8.5e-05	0	0	0	0	0.003608	0	8.5e-05	0.000194	0	0	0	0.000403	0.000189	0.001009	0.000924	0	0.000273	0	0.00085	0	0.000414	0	0	0	0	0	0	0.000218	0.000791	0	0	0.004033	0.000207	0	0	0.000246	0	0.000113	0	0	0.000186	0	0	0	0	0	0	0	0.000146	0	0	0.000207	0	0	0	0	0	0	0	0	0	0	0
Peru	0.126968	0.118389	0.087116	0.064399	0.068017	0.03709	0.021923	0.034355	0.020315	0.031378	0.027321	0.023142	0.012705	0.009233	0.010627	0.00466	0.012897	0.009734	0.006453	0.011628	0.007957	0.008614	0.018942	0.007792	0.008282	0.009786	0.008728	0.010982	0.043849	0.004427	0.006375	0.004716	0.009061	0.00414	0.007062	0.012199	0.004165	0.002928	0.006458	0.00206	0.003513	0.002394	0.003729	0.003782	0.002845	0.003372	0.003166	0.00118	0.000192	0.001405	0.001955	0.001719	0.00117	0.00022	0.002201	0.001394	0.004302	0.001118	0.000442	0.001511	0.000184	0.004533	0.002543	0.001166	0.000894	0.000695	0.000957	0.000145	0.000111	0.000431	0.000187	0.000388	0.00074	0.00095	4.3e-05	0.004759	0.000739	3.1e-05	3.1e-05	0.000545	0.000367	1.8e-05	0.000523	0.000558	0.000645	3.1e-05	0.000719	0.000474	0.000797	0.000297	0.000506	0.000548	8.6e-05	0.000462	0.000576	0.000403	0.000183	0.000325	0.000103	0.000164	0	0.000214	0.000189	8.8e-05	0.000341	6e-06	0.000134	0.000301	1.8e-05	7.5e-05	6.9e-05	0.000203	0.000212	0.000135	9.5e-05	5e-06	3e-06	8.2e-05	0.000145	0.000231	2.1e-05	7.2e-05	6.5e-05	0.000107	5.3e-05	1.7e-05	7.9e-05	6e-06	0	0	6.1e-05	5.3e-05	6e-06	3.2e-05	3.3e-05	0	0	0.000103	3.8e-05	9.8e-05	3.8e-05	9e-06	0	3.6e-05	6.5e-05	0	1.5e-05	1.1e-05	0	0	0.0	0	7e-06	1.8e-05	0	0	0	0	0
Portugal	0.092492	0.061708	0.108153	0.086004	0.069643	0.031484	0.039801	0.043067	0.023606	0.029943	0.01801	0.024242	0.013188	0.021343	0.013185	0.019239	0.013145	0.026752	0.013908	0.009561	0.01234	0.010773	0.01046	0.008805	0.008884	0.008579	0.016089	0.00802	0.003755	0.006332	0.007056	0.006316	0.006739	0.006292	0.00519	0.00307	0.004133	0.006461	0.006327	0.003597	0.007134	0.002146	0.002732	0.002494	0.002298	0.002661	0.001652	0.003253	0.002434	0.002388	0.002921	0.000797	0.002906	0.002357	0.002117	0.002052	0.00107	0.002261	0.001882	0.001215	0.000564	0.000855	0.002568	0.001116	0.001565	0.002428	0.002087	0.000801	0.00047	0.000878	0.000228	0.000997	0.002318	0.001278	0.000979	0.000418	0.0008	0.000152	0.000856	0.001797	0.000471	9.1e-05	0.000797	0.000842	0.000874	0.000803	0.000783	0.001264	0.001793	0.000618	0.000493	0.001059	0.000703	0.000454	0.000531	0.00043	0.000468	0.000514	3.5e-05	0.00011	0.00049	0.00025	0.000308	0.000395	0.000284	8e-06	0.000261	0.000248	0.000297	0.000425	0.000101	0.000468	0.000278	0.000139	2.6e-05	7e-06	0.000563	0.000226	9.7e-05	0.000106	1.4e-05	0.0001	0.000458	3e-05	5.2e-05	0.000117	0.000113	3.1e-05	0.000258	0	7.6e-05	6.1e-05	4.4e-05	8.6e-05	0.000189	2e-06	5e-06	8.1e-05	0.000115	0	8.2e-05	2.8e-05	5e-06	1.2e-05	7.2e-05	0	2.5e-05	3.9e-05	0	1.9e-05	3.1e-05	5e-06	1e-05	1.5e-05	0	1.6e-05	0	0	0
Estonia	0.089202	0.087514	0.09565	0.103581	0.062179	0.034624	0.034238	0.032705	0.030313	0.026585	0.025515	0.023115	0.021981	0.0125	0.013846	0.01647	0.014623	0.018514	0.008549	0.017083	0.009671	0.010224	0.011581	0.013186	0.009583	0.008536	0.009358	0.008067	0.001618	0.005975	0.00894	0.005629	0.008641	0.010218	0.007113	0.003512	0.005037	0.00574	0.004429	0.004284	0.003664	0.002753	0.003015	0.00331	0.003299	0.00271	0.002436	0.001748	0.002205	0.00229	0.002251	0.00282	0.002605	0.000786	0.002434	0.002046	0.000814	0.002376	0.002129	0.000668	0.00095	0.000709	0.001716	0.000757	0.001534	0.001127	0.000609	0.000354	0.000334	0.001337	0.000449	0.000617	0.00106	0.001011	0.000844	0.000311	0.000726	0.000505	0.000742	0.000957	0.001052	0.000437	0.000465	0.00037	0.000877	0.000824	0.000703	0.000865	0.000614	0.000401	0.000459	0.000482	0.000398	0.00045	0.000504	0.000537	0.000245	0.000569	1.5e-05	2.4e-05	0.000209	0.000341	0.000345	0.000367	0.000342	0.000528	0.000127	0.000244	0.000284	0.00016	0.000139	0.000236	0.000182	0.000172	3.5e-05	5e-05	0.00016	0.000156	0.000138	0.000132	3.2e-05	6.4e-05	0.000111	5e-05	0.001009	3e-05	6.9e-05	1.3e-05	0.000101	0	4.6e-05	3.6e-05	1.6e-05	5.2e-05	5.1e-05	0	0	6.8e-05	3.4e-05	0	2.4e-05	1.7e-05	0	3e-05	4.6e-05	3.7e-05	2.8e-05	2.6e-05	0	1.9e-05	2.1e-05	1e-06	0.000103	1.8e-05	0	0	0	0	0
Uruguay	0.140015	0.101311	0.072448	0.06498	0.061168	0.044431	0.027708	0.025437	0.022245	0.028404	0.027133	0.016648	0.015331	0.014391	0.0124	0.006115	0.018349	0.008585	0.01016	0.015346	0.012424	0.010667	0.015932	0.008927	0.008895	0.01153	0.008065	0.009031	0.027435	0.007109	0.006689	0.006894	0.006553	0.004972	0.00628	0.011708	0.004342	0.002925	0.006487	0.002317	0.004026	0.002821	0.002707	0.003161	0.002957	0.003945	0.002944	0.002297	0.001304	0.001614	0.002376	0.002525	0.001195	0.000874	0.002445	0.00179	0.008346	0.001569	0.000854	0.001484	0.0003	0.003719	0.001832	0.001336	0.001735	0.000783	0.001524	0.00018	0.000158	0.000837	0.00048	0.000382	0.000822	0.000947	0.000349	0.0037	0.00063	0.000349	0.00036	0.000844	0.00051	8.9e-05	0.000971	0.001522	0.000732	0.000401	0.000621	0.000351	0.000504	0.000513	0.000471	0.000839	0.000304	0.001014	0.000653	0.000352	0.000191	0.000416	6.3e-05	0.000251	0	0.000242	0.000288	0.000352	0.000331	7e-06	0.000186	0.0003	0.000133	0.000251	0.000119	0.000191	0.000255	0.000185	4.1e-05	6.5e-05	8.3e-05	7.9e-05	0.000264	0.000143	2.3e-05	0.000109	0.000112	9e-05	4.8e-05	1.1e-05	0.000124	7e-06	5.2e-05	0	0.000102	0.000127	1.6e-05	5.7e-05	4.3e-05	0	0	9e-05	4.9e-05	9.2e-05	3.4e-05	1.3e-05	0	2.2e-05	6.5e-05	0	1.9e-05	1.9e-05	0	3e-06	2e-06	0	1e-05	1.8e-05	0	0	0	0	0
Kazakhstan	0.118838	0.083257	0.079591	0.08511	0.075613	0.029401	0.022176	0.029753	0.021374	0.037709	0.023613	0.017708	0.024711	0.011257	0.012742	0.015421	0.018268	0.012112	0.014295	0.012633	0.009928	0.016785	0.009671	0.011271	0.006998	0.011503	0.00562	0.009654	0.001456	0.007899	0.007028	0.004198	0.008037	0.007017	0.005198	0.004599	0.004506	0.002729	0.00439	0.003966	0.003356	0.00253	0.005585	0.002588	0.002541	0.003985	0.001928	0.002791	0.002484	0.002636	0.001531	0.004088	0.002213	0.000667	0.001709	0.004337	0.003049	0.004544	0.004935	0.001252	0.001683	0.000676	0.001702	0.001265	0.001628	0.001804	0.000664	0.000601	0.002115	0.003419	0.001562	0.001116	0.000987	0.001143	0.000808	0.000421	0.002512	0.002391	0.00108	0.000426	0.00256	0.002371	0.001053	0.000197	0.001719	0.000525	0.000647	0.000534	0.000397	0.000469	0.00073	0.000398	0.000607	0.000556	0.000488	0.000513	0.000926	0.000914	0.000435	0.00053	0	0.000227	0.0003	0.000263	0.000504	0.000219	0.000151	0.000559	0.000225	2.9e-05	0.000295	0.000127	0.00016	0.000218	0.001406	0.000342	9.4e-05	0.000537	0.000156	0.00016	2.7e-05	9.4e-05	2.6e-05	8.6e-05	0.000351	0.000108	0.000105	1e-06	4.9e-05	0	2.2e-05	5e-05	9e-06	7.9e-05	3.4e-05	0	4e-06	7.4e-05	0.000245	0	6e-05	0.000248	0	0.000351	2.7e-05	0.000102	3.4e-05	2.9e-05	0.000229	1.5e-05	7.5e-05	8e-06	1.6e-05	4e-05	0	0	0	0	0
Sweden	0.093765	0.140665	0.089167	0.07072	0.050436	0.043701	0.043122	0.023316	0.033908	0.01817	0.030133	0.026509	0.018573	0.018823	0.019414	0.009693	0.014693	0.009158	0.010588	0.014919	0.012435	0.007614	0.011268	0.01321	0.008431	0.009964	0.006094	0.006271	0.0023	0.007533	0.007032	0.005403	0.010048	0.004881	0.007504	0.004823	0.008719	0.0056	0.003098	0.00275	0.003667	0.005078	0.002027	0.004223	0.003162	0.002537	0.003793	0.001506	0.001887	0.004061	0.003263	0.002249	0.001012	0.000284	0.003108	0.001083	0.001318	0.001549	0.000678	0.000729	0.001212	0.000882	0.001542	0.001031	0.001113	0.000726	0.000569	0.000463	0.000114	0.000851	0.000724	0.000808	0.000821	0.000877	0.000707	0.000483	0.000164	0.00077	0.000655	0.000471	0.000548	0.000165	0.000608	0.00027	0.000479	0.00052	0.000136	0.000828	0.000413	0.000411	0.000776	0.000429	0.0003	0.000506	0.000398	0.000802	0.00034	0.000324	2.8e-05	0.000103	5.8e-05	0.000541	0.000644	4.4e-05	0.000183	0	0.000251	8.9e-05	0.000188	6.8e-05	0.000147	0.000183	0.000311	0.00022	6e-06	9.2e-05	3.5e-05	0.000144	0.000236	0.000116	1.6e-05	8e-05	0.000117	0.000159	0.000205	4.5e-05	8.6e-05	0.0	2.2e-05	0	7.8e-05	6.6e-05	3.2e-05	4.7e-05	5.4e-05	0	0	7.2e-05	3e-05	0	6e-05	2.2e-05	0	8e-06	2.7e-05	0	2e-05	7e-06	0	1.3e-05	4.2e-05	0	1.2e-05	1.9e-05	0	0	0	0	0
Mexico	0.117754	0.095084	0.099115	0.082751	0.072166	0.034599	0.022162	0.038313	0.017455	0.030007	0.025724	0.025594	0.01104	0.009631	0.009366	0.008318	0.014057	0.01427	0.009893	0.012128	0.008224	0.008679	0.014979	0.007143	0.008138	0.008464	0.009734	0.01061	0.03487	0.005818	0.008604	0.006078	0.00939	0.004594	0.008039	0.005827	0.004177	0.002682	0.005469	0.00308	0.003962	0.002053	0.003715	0.003641	0.00225	0.00328	0.002306	0.002028	0.000818	0.00155	0.001819	0.001668	0.001887	0.000383	0.002234	0.001448	0.005285	0.00175	0.000424	0.000906	0.000206	0.002083	0.002265	0.001281	0.001159	0.001036	0.001047	0.000156	0.0001	0.000982	0.000201	0.000554	0.001069	0.001113	0.000296	0.002859	0.000856	6e-05	0.000289	0.000605	0.000287	9.8e-05	0.000829	0.000662	0.000691	0.000339	0.000965	0.000581	0.000769	0.000497	0.000539	0.000671	0.000246	0.000461	0.000505	0.000458	0.000241	0.000445	0.000414	6.5e-05	0	0.000217	0.000176	0.000202	0.00036	5.5e-05	0.000122	0.000272	0.000109	0.000122	7.7e-05	0.000241	0.000203	9.2e-05	5.4e-05	6e-06	7.1e-05	0.000122	0.000184	0.000475	1.6e-05	0.000114	0.000315	5.7e-05	4.7e-05	1.2e-05	0.000109	1e-06	3.8e-05	0	9.4e-05	4.6e-05	6e-06	5.5e-05	4.1e-05	0	0	0.000102	4e-05	5.6e-05	4.4e-05	1.3e-05	0	3.7e-05	4.2e-05	0	1.6e-05	8e-06	0	3e-06	1.9e-05	0	9e-06	1.6e-05	0	0	0	0	0
Viet Nam	0.077291	0.168047	0.090202	0.068225	0.052835	0.027907	0.045894	0.022349	0.038456	0.018996	0.030753	0.024446	0.017914	0.017019	0.027348	0.018508	0.007748	0.009479	0.027418	0.013579	0.009978	0.003716	0.00576	0.011218	0.006259	0.004354	0.003793	0.007791	0.003358	0.002387	0.005489	0.002796	0.00514	0.005271	0.006962	0.003596	0.005763	0.007481	0.00211	0.001666	0.001933	0.010195	0.00402	0.003786	0.005761	0.001704	0.004563	0.000636	0.005312	0.00322	0.00244	0.002464	0.002214	0.000461	0.00133	0.000638	0.000738	0.000484	0.000348	0.00024	0.000437	0.000774	0.000723	0.003822	0.000855	0.00134	0.00082	0.0001	0.00075	0.000131	0.000936	0.0019	0.000188	0.000595	0.001877	0.00055	0.000652	0.002789	0.001742	0.000494	0.000666	0.000948	0.001481	0.000354	0.000249	0.001401	0.000159	0.000671	0.000274	0.000132	0.000253	0.000399	0	0.000359	0.000355	0.000741	0.000897	0.000159	0.000131	0.000215	4.1e-05	0.000401	0.000325	0.00016	0.000108	0	0.000486	0.000173	0.000437	8.7e-05	0.000306	0.000146	0.000326	0.000102	9.6e-05	0.000838	6e-06	0.000109	8e-05	0.000133	1.7e-05	0.000309	1.2e-05	0.000282	5.2e-05	8e-06	0.000258	0.0	0	0.000923	1.9e-05	5.2e-05	2.7e-05	2.1e-05	2.2e-05	0	0	3.9e-05	2.1e-05	0	7.3e-05	7.7e-05	0	4.2e-05	2.8e-05	0	1.7e-05	1.3e-05	7e-06	7.4e-05	0	0	2.2e-05	2.4e-05	0	0	4e-06	8e-06	0
Azerbaijan	0.100715	0.072199	0.076862	0.092342	0.063326	0.039082	0.025388	0.025648	0.026494	0.028992	0.021433	0.015909	0.016513	0.017842	0.012586	0.026019	0.018627	0.015424	0.022723	0.013199	0.013104	0.01608	0.01127	0.008953	0.009676	0.006792	0.007339	0.007828	0.001849	0.008976	0.007972	0.012088	0.007659	0.005143	0.004378	0.004134	0.004868	0.003314	0.005325	0.006345	0.003739	0.00236	0.002859	0.002589	0.002376	0.002402	0.002482	0.003758	0.004081	0.002582	0.001372	0.005373	0.00263	0.004721	0.002148	0.002818	0.002159	0.00314	0.002264	0.00247	0.002146	0.002332	0.00165	0.002131	0.001695	0.002121	0.000694	0.002599	0.002657	0.002106	0.000917	0.001515	0.000891	0.001418	0.001721	0.000255	0.00196	0.001838	0.001464	0.000901	0.00069	0.001751	0.001014	0.00061	0.001066	0.001302	0.001093	0.00058	0.000551	0.000763	0.00057	0.000494	0.000683	0.000466	0.000473	0.000432	0.000852	0.000626	0.00057	0.000498	0.000658	0.000182	0.000348	0.000477	0.000268	0.000597	0.000431	0.000328	0.000381	0.00019	0.000292	0.000162	0.000202	7.4e-05	0.000423	4e-06	0.000211	0.000127	0.000238	0.000122	0.000154	0.000149	8.7e-05	9.9e-05	6.1e-05	0.000144	0.000186	0.000175	0.000138	4.6e-05	0.000193	7.7e-05	5.3e-05	9.5e-05	6e-05	0.000108	3.5e-05	6.8e-05	4.8e-05	0	7.2e-05	9.2e-05	0.000454	6.6e-05	6.4e-05	0.000211	3.8e-05	0.000164	5.1e-05	6.6e-05	5e-06	4.5e-05	1e-05	8e-06	3.6e-05	1.7e-05	0	0	0
Venezuela, Bolivarian Republic of	0.107136	0.112775	0.083212	0.0736	0.067032	0.030563	0.024114	0.029662	0.022956	0.033939	0.029119	0.021447	0.020582	0.010648	0.012396	0.007603	0.015703	0.010893	0.006692	0.013279	0.007835	0.014985	0.009611	0.011476	0.007848	0.009289	0.006792	0.008058	0.034878	0.007159	0.007246	0.006423	0.006175	0.005367	0.00705	0.010993	0.003202	0.003458	0.006818	0.002111	0.00307	0.00231	0.004387	0.002477	0.003519	0.003247	0.002284	0.003472	0.00078	0.001857	0.001812	0.001929	0.00165	0.002552	0.001709	0.002747	0.005201	0.002006	0.002628	0.002409	0.000941	0.004253	0.002105	0.000885	0.001111	0.0008	0.001022	0.000324	0.000471	0.001205	0.000628	0.00059	0.000931	0.000828	0.000236	0.004338	0.00068	5.2e-05	0.000276	0.000465	0.000883	0.000873	0.000357	0.000459	0.001132	0.000212	0.000925	0.000624	0.000479	0.00067	0.000347	0.000512	0.000616	0.000375	0.000563	0.000545	0.000279	0.000492	3e-05	2e-05	0.000415	0.000249	0.000191	0.000134	0.000394	0	0.000146	0.000414	7.7e-05	9.9e-05	0.000226	0.000207	0.000152	0.00023	9.6e-05	0.000191	0.000198	0.000197	0.000156	0.000184	1.6e-05	5.9e-05	1.9e-05	8.2e-05	7.2e-05	7e-06	5.9e-05	3.9e-05	0.000128	2.6e-05	9.4e-05	3.8e-05	6e-06	9.1e-05	5.3e-05	0	2e-06	6.4e-05	2.1e-05	9.6e-05	4.9e-05	2.7e-05	0	6.6e-05	7.6e-05	0	3.1e-05	2.3e-05	0	2e-06	0	0	5e-06	2e-05	0	0	0	0	0
